inmobiliaria_nombre,inmobiliaria_imagen,proyecto_nombre,proyecto_etapa,proyecto_precio,proyecto_direccion,proyecto_link,proyecto_imagen,proyecto_distrito,ubigeo_id
FAI INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/fai-inmobiliaria/logo-14-20250912110558.jpg,Emerald Pueblo Libre 2,Entrega Inmediata,379702,Calle Jose Ugarteche 103 Pueblo Libre,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2730-emerald-pueblo-libre-2-pueblo-libre-lima-lima-fai-inmobiliaria,https://e.nexoinmobiliario.pe/customers/pi-tacna-sac/2730-emerald-pueblo-libre-2/departamentos-pueblo-libre-65d91dd4b3f37_xm.jpg,Pueblo Libre,150121
BARQUEROS INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/barqueros-inmobiliaria/logo-207-20250912115136.jpg,Residencial Valenti,En Construcción,323065,Calle América 260 - Pueblo libre,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2759-residencial-valenti-pueblo-libre-lima-lima-barqueros-inmobiliaria,https://e.nexoinmobiliario.pe/customers/barqueros-inmobiliaria/2759-residencial-valenti/departamentos-pueblo-libre-68f50dcce12ca_xm.jpg,Pueblo Libre,150121
PAZ,https://e.nexoinmobiliario.pe/customers/paz/logo-22-20250912110933.jpg,Florencia,Entrega Inmediata,355141,Avenida Mariano Cornejo 1455,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2805-florencia-pueblo-libre-lima-lima-paz,https://e.nexoinmobiliario.pe/customers/paz/2805-florencia/departamentos-pueblo-libre-691f826ab986e_xm.jpg,Pueblo Libre,150121
BECA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/beca-inmobiliaria/logo-480-20250912123044.jpg,Velvet,En Construcción,432233,General Ramón Pizarro 430,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2824-velvet-pueblo-libre-lima-lima-beca-inmobiliaria,https://e.nexoinmobiliario.pe/customers/beca-inversiones-y-proyectos-s-a-c/2824-velvet/departamentos-pueblo-libre-63f7df964555a_xm.jpg,Pueblo Libre,150121
ABRIL GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario/logo-87-20250422120904.jpg,Amaranta,En Construcción,251700,Av Bolivar 959,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2940-amaranta-pueblo-libre-lima-lima-abril-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario/2940-amaranta/departamentos-pueblo-libre-68fa920c60af9_xm.jpg,Pueblo Libre,150121
ARTECO,https://e.nexoinmobiliario.pe/customers/arteco/logo-21-20231027061758.jpg,Elysée,En Construcción,378000,Av. Brasil 2260,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2953-elysee-pueblo-libre-lima-lima-arteco,https://e.nexoinmobiliario.pe/customers/arteco/2953-elysee/departamentos-pueblo-libre-6908d1d41ef01_xm.jpg,Pueblo Libre,150121
FCM CONSTRUCCIONES,https://e.nexoinmobiliario.pe/customers/fcm-construcciones/logo-383-20231027061809.jpg,Ascenza,En Construcción,270200,Av. Mariano Cornejo 1685,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3017-ascenza-pueblo-libre-lima-lima-fcm-construcciones,https://e.nexoinmobiliario.pe/customers/fcm-construcciones/3017-ascenza/departamentos-pueblo-libre-692f69e1c11c6_xm.jpg,Pueblo Libre,150121
ANDIAMO,https://e.nexoinmobiliario.pe/customers/andiamo/logo-293-20250912121224.jpg,Edificio Piana,En Construcción,273811,AV. SIMON BOLIVAR 105 PUEBLO LIBRE,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3036-edificio-piana-pueblo-libre-lima-lima-andiamo,https://e.nexoinmobiliario.pe/customers/andiamo-investments/3036-edificio-piana/departamentos-pueblo-libre-688aa5f0c2176_xm.jpg,Pueblo Libre,150121
CONSTRUCTORA MALLORCA,https://e.nexoinmobiliario.pe/customers/constructora-mallorca/logo-511-20250912122712.jpeg,8 DE OCTUBRE,En Construcción,374000,Jr. Santiago Wagner 2888,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3110-8-de-octubre-pueblo-libre-lima-lima-constructora-mallorca,https://e.nexoinmobiliario.pe/customers/constructora-mallorca-s-a-c/3110-8-de-octubre/departamentos-pueblo-libre-683f1d9b62c99_xm.jpg,Pueblo Libre,150121
RB GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/rb-grupo-inmobiliario/logo-139-20250912114035.png,Hernández 1273,En Planos,260000,Jirón Daniel Hernández N° 1273,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3198-hernandez-1273-pueblo-libre-lima-lima-rb-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/rb-arquitectura-y-construccion/3198-hernandez-1273/departamentos-pueblo-libre-684543c715b7b_xm.jpg,Pueblo Libre,150121
MS INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/ms-inmobiliaria/logo-81-20250912112744.jpg,LIENZO PARK & LIVE,En Construcción,299000,Calle Daniel Hernandez 925-927-931-935,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3252-lienzo-park-live-pueblo-libre-lima-lima-ms-inmobiliaria,https://e.nexoinmobiliario.pe/customers/ms-inmobiliaria/3252-lienzo-park-live/departamentos-pueblo-libre-6900ca4f05202_xm.jpg,Pueblo Libre,150121
JOPESA,https://e.nexoinmobiliario.pe/customers/jopesa/logo-150-20231027061802.jpg,Clovis 620,En Construcción,400000,Jr. Clovis 620-622,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3255-clovis-620-pueblo-libre-lima-lima-jopesa,https://e.nexoinmobiliario.pe/customers/jopesa/3255-clovis-620/departamentos-pueblo-libre-67c9bb7da6159_xm.jpg,Pueblo Libre,150121
PLATINUM GROUP INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/platinum-group-inmobiliaria/logo-315-20250912121555.jpg,THE LANDMARK,Entrega Inmediata,439880,Av. General Vivanco N°1077-1083,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3259-the-landmark-pueblo-libre-lima-lima-platinum-group-inmobiliaria,https://e.nexoinmobiliario.pe/customers/platinum-group-inmobiliaria/3259-the-landmark/departamentos-pueblo-libre-68f804af81e41_xm.jpg,Pueblo Libre,150121
URBANA PERÚ,https://e.nexoinmobiliario.pe/customers/urbana-peru/logo-84-20231027061800.jpg,Belalba,En Planos,322329,CALLE LORETO 150 – PUEBLO LIBRE,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3305-belalba-pueblo-libre-lima-lima-urbana-perú,https://e.nexoinmobiliario.pe/customers/urbana-peru/3305-belalba/departamentos-pueblo-libre-65f30d19887fa_xm.jpg,Pueblo Libre,150121
GRUPO SOL,https://e.nexoinmobiliario.pe/customers/grupo-sol/logo-250-20250912115430.jpg,HOMELY,En Construcción,352000,Jr. Mariano Arce 233,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3311-homely-pueblo-libre-lima-lima-grupo-sol,https://e.nexoinmobiliario.pe/customers/grupo-sol/3311-homely/departamentos-pueblo-libre-690e72f9ed117_xm.jpg,Pueblo Libre,150121
ABRIL GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario-ft/logo-426-20250411103938.png,Avellana,En Planos,241657,Av. Brasil 1350,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3322-avellana-pueblo-libre-lima-lima-abril-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario-ft/3322-avellana/departamentos-pueblo-libre-66428a711b226_xm.jpg,Pueblo Libre,150121
QUARK GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/quark-grupo-inmobiliario/logo-10-20250912105831.png,Edificio UGARTECHE,En Construcción,364900,"Jirón José Gregorio Paredes 2729, Pueblo Libre",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3343-edificio-ugarteche-pueblo-libre-lima-lima-quark-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/quark-grupo-inmobiliario/3343-edificio-ugarteche/departamentos-pueblo-libre-68f99c046bdc3_xm.jpg,Pueblo Libre,150121
ABRIL GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario/logo-87-20250422120904.jpg,Kaurí,En Construcción,243900,Av. Cipriano Dulanto 1335,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3346-kauri-pueblo-libre-lima-lima-abril-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario/3346-kauri/departamentos-pueblo-libre-68fa92babf508_xm.jpg,Pueblo Libre,150121
CONCRETA GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/concreta-grupo-inmobiliario/logo-408-20231027061810.jpg,Alameda Rio Grande,En Construcción,389000,Rio Grande 321,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3352-alameda-rio-grande-pueblo-libre-lima-lima-concreta-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/concreta-grupo-inmobiliario/3352-alameda-rio-grande/departamentos-pueblo-libre-66a8f664a8073_xm.jpg,Pueblo Libre,150121
MS INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/ms-inmobiliaria/logo-81-20250912112744.jpg,TOP LIVING,En Construcción,411000,Av. Manuel Cipriano Dulanto 1390,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3422-top-living-pueblo-libre-lima-lima-ms-inmobiliaria,https://e.nexoinmobiliario.pe/customers/ms-inmobiliaria/3422-top-living/departamentos-pueblo-libre-6900ce4bdddda_xm.jpg,Pueblo Libre,150121
RUMI GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/rumi-grupo-inmobiliario/logo-454-20231027061812.jpg,PIETRA LIBERTA,En Construcción,256151,Calle Loreto 195,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3495-pietra-liberta-pueblo-libre-lima-lima-rumi-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/rumi-grupo-inmobiliario/3495-pietra-liberta/departamentos-pueblo-libre-68f803b00da69_xm.jpg,Pueblo Libre,150121
ECOHABITAT DESARROLLO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/ecohabitat-desarrollo-inmobiliario/logo-344-20251013162338.jpg,Del Rio 294,En Construcción,375000,Av. del rio 294,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3509-del-rio-294-pueblo-libre-lima-lima-ecohabitat-desarrollo-inmobiliario,https://e.nexoinmobiliario.pe/customers/ecohabitat-desarrollo-inmobiliario/3509-del-rio-294/departamentos-pueblo-libre-691e36087a9de_xm.jpg,Pueblo Libre,150121
GRUPO MG,https://e.nexoinmobiliario.pe/customers/grupo-mg/logo-164-20231027061802.jpg,DULANTO - PUEBLO LIBRE,En Planos,286880,Jr. Cipriano Dulanto 209 ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3538-dulanto-pueblo-libre-pueblo-libre-lima-lima-grupo-mg,https://e.nexoinmobiliario.pe/customers/grupo-mg/3538-dulanto-pueblo-libre/departamentos-pueblo-libre-68f7e995ef194_xm.jpg,Pueblo Libre,150121
GRUPO CARAL,https://e.nexoinmobiliario.pe/customers/grupo-caral/logo-45-20231027061759.jpg,Villa Alba,En Planos,220000,Av. Cipriano Dulanto 1085,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3610-villa-alba-pueblo-libre-lima-lima-grupo-caral,https://e.nexoinmobiliario.pe/customers/grupo-caral/3610-villa-alba/departamentos-pueblo-libre-68489fae1a922_xm.jpg,Pueblo Libre,150121
MADRID INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/madrid-inmobiliaria/logo-61-20250912112211.jpg,Movento,En Planos,251000,Av. Manuel Cipriano Dulanto 1535,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3647-movento-pueblo-libre-lima-lima-madrid-inmobiliaria,https://e.nexoinmobiliario.pe/customers/madrid-ingenieros/3647-movento/departamentos-pueblo-libre-689e66fe557a4_xm.jpg,Pueblo Libre,150121
MUNDO VERDE,https://e.nexoinmobiliario.pe/customers/mundo-verde/logo-156-20250912114209.jpg,EDIFICIO MATISSE,En Planos,380000,Jr. Clovis 735,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3806-edificio-matisse-pueblo-libre-lima-lima-mundo-verde,https://e.nexoinmobiliario.pe/customers/inmobiliaria-mundo-verde/3806-edificio-matisse/departamentos-pueblo-libre-6849c83388199_xm.jpg,Pueblo Libre,150121
ABRIL GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario-ft/logo-426-20250411103938.png,Bonsái,En Planos,204565,Av. Sucre 760,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3831-bonsai-pueblo-libre-lima-lima-abril-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/abril-grupo-inmobiliario-ft/3831-bonsai/departamentos-pueblo-libre-68486115acf27_xm.jpg,Pueblo Libre,150121
AMURA,https://e.nexoinmobiliario.pe/customers/amura/logo-564-20241023173055.png,Amura Pueblo Libre,En Planos,272705,calle eleazar blanco 334,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3853-amura-pueblo-libre-pueblo-libre-lima-lima-amura,https://e.nexoinmobiliario.pe/customers/amura/3853-amura-pueblo-libre/departamentos-pueblo-libre-68efc32a31528_xm.jpg,Pueblo Libre,150121
AF Constructecnia,https://e.nexoinmobiliario.pe/customers/af-constructecnia/logo-592-20250912105635.jpg,LARA,En Planos,225360,Sevilla 230 ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3935-lara-pueblo-libre-lima-lima-af-constructecnia,https://e.nexoinmobiliario.pe/customers/af-constructecnia/3935-lara/departamentos-pueblo-libre-68c4589e5352a_xm.jpg,Pueblo Libre,150121
INVERSIONES TIERRA BLANCA,https://e.nexoinmobiliario.pe/customers/inversiones-tierra-blanca-sac/logo-475-20231027061813.jpg,ELEVA 155,En Planos,209500,Av. José de San Martín 155,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3937-eleva-155-pueblo-libre-lima-lima-inversiones-tierra-blanca,https://e.nexoinmobiliario.pe/customers/inversiones-tierra-blanca-sac/3937-eleva-155/departamentos-pueblo-libre-68c9d82b28108_xm.jpg,Pueblo Libre,150121
CONCRETA GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/concreta-grupo-inmobiliario/logo-408-20231027061810.jpg,Alto Rospigliosi,En Planos,450000,Parque Rospigliosi N.º 175,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3949-alto-rospigliosi-pueblo-libre-lima-lima-concreta-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/concreta-grupo-inmobiliario/3949-alto-rospigliosi/departamentos-pueblo-libre-68f7a7494fb37_xm.jpg,Pueblo Libre,150121
MAKE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/make-inmobiliaria/logo-557-20240911114102.png,VIANOVA,En Planos,273000,ARNALDO PANIZO 195,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3991-vianova-pueblo-libre-lima-lima-make-inmobiliaria,https://e.nexoinmobiliario.pe/customers/make-inmobiliaria/3991-vianova/departamentos-pueblo-libre-69150a241a619_xm.jpg,Pueblo Libre,150121
PROSPERA GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/prospera-grupo-inmobiliario/logo-576-20250129120135.jpeg,Casa Herrera,En Planos,336625,Av. Jaime Herrera 292,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-3993-casa-herrera-pueblo-libre-lima-lima-prospera-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/prospera-grupo-inmobiliario/3993-casa-herrera/departamentos-pueblo-libre-68f8154e3a281_xm.jpg,Pueblo Libre,150121
MC INVERSIONES INMOBILIARIAS,https://e.nexoinmobiliario.pe/customers/mc-inversiones-inmobiliarias/logo-465-20251201115647.jpg,Galicia Park,En Planos,281718,Jr Valencia 410,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-4005-galicia-park-pueblo-libre-lima-lima-mc-inversiones-inmobiliarias,https://e.nexoinmobiliario.pe/customers/mc-inversiones-inmobiliarias/4005-galicia-park/departamentos-pueblo-libre-692e1c0f54c09_xm.jpg,Pueblo Libre,150121
GRANADERO INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/granadero-inmobiliaria/logo-182-20250912114418.jpg,SUCRE 1005,En Planos,235944,AV. SUCRE 1005,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-4041-sucre-1005-pueblo-libre-lima-lima-granadero-inmobiliaria,https://e.nexoinmobiliario.pe/customers/granadero-inmobiliaria/4041-sucre-1005/departamentos-pueblo-libre-6913f54627d3c_xm.jpg,Pueblo Libre,150121
FUNDAMENTA,https://e.nexoinmobiliario.pe/customers/fundamenta/logo-62-20250912112306.jpg,Edificio Eco 28,Entrega Inmediata,1136000,Av. 28 de Julio 639 ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1929-edificio-eco-28-miraflores-lima-lima-fundamenta,https://e.nexoinmobiliario.pe/customers/fundamenta/1929-edificio-eco-28/departamentos-miraflores-68f64b905396d_xm.jpg,Miraflores,150122
ACTUAL,https://e.nexoinmobiliario.pe/customers/actual/logo-86-20250912112921.jpg,Arequipa,Entrega Inmediata,673530,Av Arequipa 4405 miraflores ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-1988-arequipa-miraflores-lima-lima-actual,https://e.nexoinmobiliario.pe/customers/actual-inmobiliaria/1988-arequipa/departamentos-miraflores-64deb58dc3403_xm.jpg,Miraflores,150122
TALE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/tale-inmobiliaria/logo-322-20231027061807.jpg,La Mar 1055,Entrega Inmediata,742940,AV LA MAR 1055 MIRAFLORES,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2072-la-mar-1055-miraflores-lima-lima-tale-inmobiliaria,https://e.nexoinmobiliario.pe/customers/tale-inmobiliaria/2072-la-mar-1055/departamentos-miraflores-686ed98929821_xm.jpg,Miraflores,150122
VOLTERRA,https://e.nexoinmobiliario.pe/customers/volterra-desarrollo-inmobiliario/logo-242-20231027061804.jpg,Schell,En Construcción,689605,calle Schell 605,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2226-schell-miraflores-lima-lima-volterra,https://e.nexoinmobiliario.pe/customers/volterra-desarrollo-inmobiliario/2226-schell/departamentos-miraflores-60b7b9a6aed3c_xm.jpg,Miraflores,150122
TALE INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/tale-inmobiliaria/logo-322-20231027061807.jpg,MARSANO 2670,Entrega Inmediata,520733,Av Marsano 2670,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2302-marsano-2670-miraflores-lima-lima-tale-inmobiliaria,https://e.nexoinmobiliario.pe/customers/tale-inmobiliaria/2302-marsano-2670/departamentos-miraflores-686eda070c9bc_xm.jpg,Miraflores,150122
SEMBRA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/sembra-inmobiliaria/logo-428-20241129155138.jpeg,Piknik Park,En Construcción,499400,Avenida Paseo de la republica 5613,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2417-piknik-park-miraflores-lima-lima-sembra-inmobiliaria,https://e.nexoinmobiliario.pe/customers/sembra-inmobiliaria/2417-piknik-park/departamentos-miraflores-691ceb9d509d0_xm.jpg,Miraflores,150122
CONSTRUCTORA INARCO,https://e.nexoinmobiliario.pe/customers/constructora-inarco/logo-203-20250912115053.jpg,SONHOS,En Construcción,535379,"Av. Arequipa 4821, Miraflores",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2490-sonhos-miraflores-lima-lima-constructora-inarco,https://e.nexoinmobiliario.pe/customers/constructora-inarco/2490-sonhos/departamentos-miraflores-68f67af760a0d_xm.jpg,Miraflores,150122
BELGICA EDIFICACIONES,https://e.nexoinmobiliario.pe/customers/belgica-edificaciones/logo-11-20250912110111.jpg,Barrio Verde,Entrega Inmediata,699000,mendiburu 573,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2491-barrio-verde-miraflores-lima-lima-belgica-edificaciones,https://e.nexoinmobiliario.pe/customers/belgica-edificaciones-s-a/2491-barrio-verde/departamentos-miraflores-64407e5dd0bb5_xm.jpg,Miraflores,150122
GRUPO TyC,https://e.nexoinmobiliario.pe/customers/grupo-tyc/logo-449-20241213103050.png,LUMIERE,Entrega Inmediata,919362,"Av. Paseo de la República 6349, Urb. San Antonio",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2508-lumiere-miraflores-lima-lima-grupo-tyc,https://e.nexoinmobiliario.pe/customers/grupo-tyc/2508-lumiere/departamentos-miraflores-62b27b4abd5ac_xm.jpg,Miraflores,150122
INMOBILIARIA ARES,https://e.nexoinmobiliario.pe/customers/inmobiliaria-ares-sac/logo-307-20231027061807.jpg,CENTRIK,Entrega Inmediata,469451,"Scipion Llona 250, Miraflores",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2509-centrik-miraflores-lima-lima-inmobiliaria-ares,https://e.nexoinmobiliario.pe/customers/inmobiliaria-ares-sac/2509-centrik/departamentos-miraflores-6650ccc700283_xm.jpg,Miraflores,150122
CONSTRUCTORA INARCO,https://e.nexoinmobiliario.pe/customers/constructora-inarco/logo-203-20250912115053.jpg,HENKO,Entrega Inmediata,627000,"Ca. Grimaldo Del Solar 701, esquina Ca. Manco Capac ",https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2570-henko-miraflores-lima-lima-constructora-inarco,https://e.nexoinmobiliario.pe/customers/inarco/2570-henko/departamentos-miraflores-64b8203918767_xm.jpg,Miraflores,150122
INMOBILIARIA DIEGAL,https://e.nexoinmobiliario.pe/customers/inmobiliaria-diegal/logo-453-20231027061812.jpg,RAMON ZAVALA II,Entrega Inmediata,744800,CALLE RAMON ZAVALA 315 CON JOSE GALVEZ 897,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2578-ramon-zavala-ii-miraflores-lima-lima-inmobiliaria-diegal,https://e.nexoinmobiliario.pe/customers/inmobiliaria-diegal/2578-ramon-zavala-ii/departamentos-miraflores-690b7cc97f563_xm.jpg,Miraflores,150122
GRUPO TyC,https://e.nexoinmobiliario.pe/customers/grupo-tyc/logo-449-20241213103050.png,MANDRA,Entrega Inmediata,387569,Av. del Ejercito 1194,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2588-mandra-miraflores-lima-lima-grupo-tyc,https://e.nexoinmobiliario.pe/customers/grupo-tyc/2588-mandra/departamentos-miraflores-68ed35e1d4335_xm.jpg,Miraflores,150122
AURORA GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/aurora-grupo-inmobiliario/logo-228-20250912115325.jpg,Parque Blume,Entrega Inmediata,1215720,Calle Capitán Quiñones N° 189,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2590-parque-blume-miraflores-lima-lima-aurora-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/grupo-aurora/2590-parque-blume/departamentos-miraflores-655698e2df0fc_xm.jpg,Miraflores,150122
V&V GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/v-v-grupo-inmobiliario/logo-130-20231031163109.jpg,PARDO 669,En Construcción,410000,Av. José Pardo 669 Miraflores,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2617-pardo-669-miraflores-lima-lima-v-v-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/v-v-grupo-inmobiliario/2617-pardo-669/departamentos-miraflores-6527198294b5d_xm.jpg,Miraflores,150122
STELLA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/stella-inmobiliaria/logo-398-20250912122919.jpg,ROSARIO IN,En Planos,663390,calle el rosario 342 -346 urb el rosario ,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2642-rosario-in-miraflores-lima-lima-stella-inmobiliaria,https://e.nexoinmobiliario.pe/customers/proyectos-inmobiliarios-stella-sac/2642-rosario-in/departamentos-miraflores-67d9be8a7d493_xm.jpg,Miraflores,150122
V&V GRUPO INMOBILIARIO,https://e.nexoinmobiliario.pe/customers/v-v-grupo-inmobiliario/logo-130-20231031163109.jpg,LARCO 791,En Construcción,750000, Av. Larco 791 - Miraflores,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2652-larco-791-miraflores-lima-lima-v-v-grupo-inmobiliario,https://e.nexoinmobiliario.pe/customers/v-v-grupo-inmobiliario/2652-larco-791/departamentos-miraflores-6527183483a67_xm.jpg,Miraflores,150122
URBANA PERÚ,https://e.nexoinmobiliario.pe/customers/urbana-peru/logo-84-20231027061800.jpg,Gracia,En Construcción,585600,Av. Aflredo Benavides 2543,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2688-gracia-miraflores-lima-lima-urbana-perú,https://e.nexoinmobiliario.pe/customers/urbana-peru/2688-gracia/departamentos-miraflores-630d16c5763c5_xm.jpg,Miraflores,150122
PAZ,https://e.nexoinmobiliario.pe/customers/paz/logo-22-20250912110933.jpg,Central - Apartments La Mar,Entrega Inmediata,460964,Av. Mariscal La Mar 1062,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2779-central-apartments-la-mar-miraflores-lima-lima-paz,https://e.nexoinmobiliario.pe/customers/paz/2779-central-apartments-la-mar/departamentos-miraflores-692dd6e797e03_xm.jpg,Miraflores,150122
PIONERO INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/pionero-inmobiliaria/logo-93-20250912113009.jpg,Reducto 1421,En Construcción,550000,Av Reducto 1421,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2795-reducto-1421-miraflores-lima-lima-pionero-inmobiliaria,https://e.nexoinmobiliario.pe/customers/pionero-grupo-inmobiliario/2795-reducto-1421/departamentos-miraflores-68630532cb599_xm.jpg,Miraflores,150122
ALERCES INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/alerces-inmobiliaria/logo-183-20250912114550.png,Founder,En Construcción,512000,Av. Ejercito 741 - 747,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2798-founder-miraflores-lima-lima-alerces-inmobiliaria,https://e.nexoinmobiliario.pe/customers/alerces-inmobiliaria/2798-founder/departamentos-miraflores-68dabf576ac8b_xm.jpg,Miraflores,150122
CAPAC ASOCIADOS,https://e.nexoinmobiliario.pe/customers/capac-asociados/logo-115-20240821143505.png,HYPE,En Construcción,504302,Av. La Paz con Cantuarias,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2816-hype-miraflores-lima-lima-capac-asociados,https://e.nexoinmobiliario.pe/customers/capac-asociados/2816-hype/departamentos-miraflores-68eed8ef59572_xm.jpg,Miraflores,150122
SEMBRA INMOBILIARIA,https://e.nexoinmobiliario.pe/customers/sembra-inmobiliaria/logo-428-20241129155138.jpeg,Rosario 240,Entrega Inmediata,894905,Calle Rosario 240,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2880-rosario-240-miraflores-lima-lima-sembra-inmobiliaria,https://e.nexoinmobiliario.pe/customers/sembra-inmobiliaria/2880-rosario-240/departamentos-miraflores-688cd544e5ebe_xm.jpg,Miraflores,150122
URBANA PERÚ,https://e.nexoinmobiliario.pe/customers/urbana-peru/logo-84-20231027061800.jpg,Abstract,En Construcción,370593,Casimiro ulloa 328,https://nexoinmobiliario.pe/proyecto/venta-de-departamento-2920-abstract-miraflores-lima-lima-urbana-perú,https://e.nexoinmobiliario.pe/customers/urbana-peru/2920-abstract/departamentos-miraflores-65e63caa7c55e_xm.jpg,Miraflores,150122
